id,name,food_origin,regional_cuisine,main_type,sub_type,flavor_tags,scene_tags,feature_tags,seasonal_terms,budget_level,cook_time_minutes,difficulty,ingredients,is_spicy,is_vegetarian,calorie_level,description
217,酸辣蘑菇汤面,中式,川菜,正餐,面类,香辣|鲜香,一个人吃|夜宵,暖胃|解馋|下饭|素食友好,,中等预算,22,简单,蘑菇|面条|青菜|高汤,1,1,中等,带一点刺激感，适合想热乎又想过瘾的时候。
218,味噌蘑菇汤面,日式,日式,正餐,面类,鲜香,一个人吃|双人晚餐,暖胃|治愈|素食友好,,中等预算,25,中等,蘑菇|面条|青菜|高汤,0,1,中等,汤底更厚一点，适合下班后慢慢吃一碗。
219,胡椒蘑菇汤面,中式,港式,正餐,面类,鲜香|重口,一个人吃|夜宵,暖胃|快手|下饭|解馋|素食友好,,中等预算,20,简单,蘑菇|面条|青菜|高汤,0,1,中等,胡椒香会让整碗面更提气，适合天凉时来一碗。
220,菌菇蘑菇汤面,中式,中式家常,正餐,面类,清淡|鲜香,一个人吃|健身准备餐,暖胃|素食友好|清爽,,低预算,20,简单,蘑菇|面条|青菜|高汤,0,1,低,口感温和而且没负担，适合想吃素一点的时候。
221,菌菇豆乳鸡肉锅,日式,日式,正餐,锅汤类,清淡|鲜香,双人晚餐,暖胃|素食友好,,中等预算,35,中等,鸡腿肉|白菜|豆腐|高汤,0,0,低,柔和又顺口，适合想吃得温和一点的晚上。
222,番茄奶油鸡肉锅,西式,美式西餐,正餐,锅汤类,奶香|鲜香,双人晚餐,暖胃|治愈,,中等预算,30,简单,鸡腿肉|白菜|豆腐|高汤,0,0,中等,奶香和酸香都比较柔和，适合慢慢分享。
223,藤椒鸡肉锅,中式,川菜,正餐,锅汤类,香辣|鲜香,朋友聚餐|双人晚餐,暖胃|分享|解馋|下饭,,高预算,30,中等,鸡腿肉|白菜|豆腐|高汤,1,0,中等,香气更跳一点，适合想把氛围拉起来的时候。
224,酸菜鸡肉锅,中式,中式家常,正餐,锅汤类,鲜香,双人晚餐,暖胃,,中等预算,40,中等,鸡腿肉|白菜|豆腐|高汤,0,0,中等,很有家常感，适合天气凉的时候围着吃。
225,胡椒猪肚鸡肉锅,中式,粤菜,正餐,锅汤类,鲜香|重口,双人晚餐,暖胃|治愈,,高预算,45,中等,鸡腿肉|白菜|豆腐|高汤,0,0,中等,胡椒香很足，适合想吃得暖和又有存在感的时候。
226,菌菇豆乳海鲜锅,日式,日式,正餐,锅汤类,清淡|鲜香,双人晚餐,暖胃|素食友好,,中等预算,35,中等,虾|蛤蜊|豆腐|高汤,0,0,低,柔和又顺口，适合想吃得温和一点的晚上。
227,番茄奶油海鲜锅,西式,美式西餐,正餐,锅汤类,奶香|鲜香,双人晚餐,暖胃|治愈,,中等预算,30,简单,虾|蛤蜊|豆腐|高汤,0,0,中等,奶香和酸香都比较柔和，适合慢慢分享。
228,藤椒海鲜锅,中式,川菜,正餐,锅汤类,香辣|鲜香,朋友聚餐|双人晚餐,暖胃|分享|解馋|下饭,,高预算,30,中等,虾|蛤蜊|豆腐|高汤,1,0,中等,香气更跳一点，适合想把氛围拉起来的时候。
229,酸菜海鲜锅,中式,中式家常,正餐,锅汤类,鲜香,双人晚餐,暖胃,,中等预算,40,中等,虾|蛤蜊|豆腐|高汤,0,0,中等,很有家常感，适合天气凉的时候围着吃。
230,胡椒猪肚海鲜锅,中式,粤菜,正餐,锅汤类,鲜香|重口,双人晚餐,暖胃|治愈,,高预算,45,中等,虾|蛤蜊|豆腐|高汤,0,0,中等,胡椒香很足，适合想吃得暖和又有存在感的时候。
231,牛油果班尼迪克蛋,西式,西式轻食,轻食早午餐,轻主食类,奶香|清淡,早餐|双人晚餐,高蛋白,,高预算,18,简单,鸡蛋|英式松饼|火腿|荷兰酱,0,0,中等,看起来会更有周末感，适合慢悠悠吃一顿。
232,烟熏班尼迪克蛋,西式,西式轻食,轻食早午餐,轻主食类,鲜香|奶香,早餐|下午茶,,,中等预算,15,简单,鸡蛋|英式松饼|火腿|荷兰酱,0,0,中等,味道比较成熟稳妥，适合搭一杯咖啡。
233,草莓班尼迪克蛋,西式,西式轻食,轻食早午餐,轻主食类,酸甜,早餐|一个人吃,治愈|快手,,低预算,10,简单,鸡蛋|英式松饼|火腿|荷兰酱,0,0,低,更轻快一点，适合早上想吃甜一点的时候。
234,牛油果法吐拼盘,西式,西式轻食,轻食早午餐,轻主食类,奶香|清淡,早餐|双人晚餐,高蛋白|素食友好,,高预算,18,简单,吐司|鸡蛋|牛奶|水果,0,1,中等,看起来会更有周末感，适合慢悠悠吃一顿。
235,烟熏法吐拼盘,西式,西式轻食,轻食早午餐,轻主食类,鲜香|奶香,早餐|下午茶,素食友好,,中等预算,15,简单,吐司|鸡蛋|牛奶|水果,0,1,中等,味道比较成熟稳妥，适合搭一杯咖啡。
236,草莓法吐拼盘,西式,西式轻食,轻食早午餐,轻主食类,酸甜,早餐|一个人吃,治愈|快手|素食友好,,低预算,10,简单,吐司|鸡蛋|牛奶|水果,0,1,低,更轻快一点，适合早上想吃甜一点的时候。
237,牛油果贝果三明治,西式,西式轻食,轻食早午餐,三明治贝果类,奶香|清淡,早餐|双人晚餐,高蛋白,,高预算,18,简单,贝果|生菜|鸡蛋|芝士,0,0,中等,看起来会更有周末感，适合慢悠悠吃一顿。
238,烟熏贝果三明治,西式,西式轻食,轻食早午餐,三明治贝果类,鲜香|奶香,早餐|下午茶,,,中等预算,15,简单,贝果|生菜|鸡蛋|芝士,0,0,中等,味道比较成熟稳妥，适合搭一杯咖啡。
239,草莓贝果三明治,西式,西式轻食,轻食早午餐,三明治贝果类,酸甜,早餐|一个人吃,治愈|快手,,低预算,10,简单,贝果|生菜|鸡蛋|芝士,0,0,低,更轻快一点，适合早上想吃甜一点的时候。
240,牛油果玉米蛋饼,西式,西式轻食,轻食早午餐,轻主食类,奶香|清淡,早餐|双人晚餐,高蛋白|素食友好,,高预算,18,简单,鸡蛋|玉米|牛奶|黑胡椒,0,1,中等,看起来会更有周末感，适合慢悠悠吃一顿。
241,烟熏玉米蛋饼,西式,西式轻食,轻食早午餐,轻主食类,鲜香|奶香,早餐|下午茶,素食友好,,中等预算,15,简单,鸡蛋|玉米|牛奶|黑胡椒,0,1,中等,味道比较成熟稳妥，适合搭一杯咖啡。
242,草莓玉米蛋饼,西式,西式轻食,轻食早午餐,轻主食类,酸甜,早餐|一个人吃,治愈|快手|素食友好,,低预算,10,简单,鸡蛋|玉米|牛奶|黑胡椒,0,1,低,更轻快一点，适合早上想吃甜一点的时候。
243,牛油果酸奶果麦杯,西式,西式轻食,轻食早午餐,早餐碗类,奶香|清淡,早餐|双人晚餐,高蛋白|素食友好,,高预算,18,简单,酸奶|燕麦|水果|坚果,0,1,中等,看起来会更有周末感，适合慢悠悠吃一顿。
244,烟熏酸奶果麦杯,西式,西式轻食,轻食早午餐,早餐碗类,鲜香|奶香,早餐|下午茶,素食友好,,中等预算,15,简单,酸奶|燕麦|水果|坚果,0,1,中等,味道比较成熟稳妥，适合搭一杯咖啡。
245,草莓酸奶果麦杯,西式,西式轻食,轻食早午餐,早餐碗类,酸甜|奶香,早餐|一个人吃,治愈|快手|素食友好,,低预算,10,简单,酸奶|燕麦|水果|坚果,0,1,低,更轻快一点，适合早上想吃甜一点的时候。
246,草莓奶冻杯,西式,西式甜点,甜品,布丁冻品类,酸甜|奶香,下午茶|一个人吃,治愈|清爽|素食友好,,低预算,20,简单,牛奶|吉利丁|糖|淡奶油,0,1,中等,酸甜感会更明显，适合下午想吃点轻甜的时候。
247,抹茶奶冻杯,西式,西式甜点,甜品,布丁冻品类,奶香,下午茶|一个人吃,治愈|素食友好,,中等预算,30,简单,牛奶|吉利丁|糖|淡奶油,0,1,中等,茶香会让甜感更柔和，适合慢慢吃。
248,芒果奶冻杯,中式,港式,甜品,布丁冻品类,酸甜|奶香,下午茶|朋友聚餐,分享|清爽|素食友好,,中等预算,18,简单,牛奶|吉利丁|糖|淡奶油,0,1,中等,水果感比较明亮，适合多人一起分享。
249,焦糖奶冻杯,西式,西式甜点,甜品,布丁冻品类,奶香,下午茶|一个人吃,治愈|素食友好,,中等预算,22,简单,牛奶|吉利丁|糖|淡奶油,0,1,高,焦糖香会更有安慰感，适合奖励自己。
250,柠檬奶冻杯,西式,西式甜点,甜品,布丁冻品类,酸甜|奶香,下午茶|一个人吃,清爽|素食友好,,低预算,25,简单,牛奶|吉利丁|糖|淡奶油,0,1,中等,酸香会让整体更轻快，不会太腻。
251,草莓慕斯杯,西式,西式甜点,甜品,布丁冻品类,酸甜,下午茶|一个人吃,治愈|清爽|素食友好,,低预算,20,简单,淡奶油|酸奶|水果|糖,0,1,中等,酸甜感会更明显，适合下午想吃点轻甜的时候。
252,抹茶慕斯杯,西式,西式甜点,甜品,布丁冻品类,奶香|酸甜,下午茶|一个人吃,治愈|素食友好,,中等预算,30,简单,淡奶油|酸奶|水果|糖,0,1,中等,茶香会让甜感更柔和，适合慢慢吃。
253,芒果慕斯杯,中式,港式,甜品,布丁冻品类,酸甜|奶香,下午茶|朋友聚餐,分享|清爽|素食友好,,中等预算,18,简单,淡奶油|酸奶|水果|糖,0,1,中等,水果感比较明亮，适合多人一起分享。
254,焦糖慕斯杯,西式,西式甜点,甜品,布丁冻品类,奶香|酸甜,下午茶|一个人吃,治愈|素食友好,,中等预算,22,简单,淡奶油|酸奶|水果|糖,0,1,高,焦糖香会更有安慰感，适合奖励自己。
255,柠檬慕斯杯,西式,西式甜点,甜品,布丁冻品类,酸甜|奶香,下午茶|一个人吃,清爽|素食友好,,低预算,25,简单,淡奶油|酸奶|水果|糖,0,1,中等,酸香会让整体更轻快，不会太腻。
256,草莓千层蛋糕,西式,西式甜点,甜品,蛋糕类,酸甜,下午茶|一个人吃,治愈|清爽|素食友好,,低预算,20,简单,鸡蛋|低筋面粉|奶油|糖,0,1,中等,酸甜感会更明显，适合下午想吃点轻甜的时候。
257,抹茶千层蛋糕,西式,西式甜点,甜品,蛋糕类,奶香|酸甜,下午茶|一个人吃,治愈|素食友好,,中等预算,30,简单,鸡蛋|低筋面粉|奶油|糖,0,1,中等,茶香会让甜感更柔和，适合慢慢吃。
258,芒果千层蛋糕,中式,港式,甜品,蛋糕类,酸甜|奶香,下午茶|朋友聚餐,分享|清爽|素食友好,,中等预算,18,简单,鸡蛋|低筋面粉|奶油|糖,0,1,中等,水果感比较明亮，适合多人一起分享。
259,焦糖千层蛋糕,西式,西式甜点,甜品,蛋糕类,奶香|酸甜,下午茶|一个人吃,治愈|素食友好,,中等预算,22,简单,鸡蛋|低筋面粉|奶油|糖,0,1,高,焦糖香会更有安慰感，适合奖励自己。
260,柠檬千层蛋糕,西式,西式甜点,甜品,蛋糕类,酸甜|奶香,下午茶|一个人吃,清爽|素食友好,,低预算,25,简单,鸡蛋|低筋面粉|奶油|糖,0,1,中等,酸香会让整体更轻快，不会太腻。
261,草莓布朗尼,西式,西式甜点,甜品,蛋糕类,酸甜,下午茶|一个人吃,治愈|清爽|素食友好,,低预算,20,简单,巧克力|黄油|鸡蛋|面粉,0,1,中等,酸甜感会更明显，适合下午想吃点轻甜的时候。
262,抹茶布朗尼,西式,西式甜点,甜品,蛋糕类,奶香|酸甜,下午茶|一个人吃,治愈|素食友好,,中等预算,30,简单,巧克力|黄油|鸡蛋|面粉,0,1,中等,茶香会让甜感更柔和，适合慢慢吃。
263,芒果布朗尼,中式,港式,甜品,蛋糕类,酸甜|奶香,下午茶|朋友聚餐,分享|清爽|素食友好,,中等预算,18,简单,巧克力|黄油|鸡蛋|面粉,0,1,中等,水果感比较明亮，适合多人一起分享。
264,焦糖布朗尼,西式,西式甜点,甜品,蛋糕类,奶香|酸甜,下午茶|一个人吃,治愈|素食友好,,中等预算,22,简单,巧克力|黄油|鸡蛋|面粉,0,1,高,焦糖香会更有安慰感，适合奖励自己。
265,柠檬布朗尼,西式,西式甜点,甜品,蛋糕类,酸甜|奶香,下午茶|一个人吃,清爽|素食友好,,低预算,25,简单,巧克力|黄油|鸡蛋|面粉,0,1,中等,酸香会让整体更轻快，不会太腻。
266,草莓冰淇淋杯,西式,西式甜点,甜品,冰品类,酸甜,下午茶|一个人吃,治愈|清爽|素食友好,,低预算,20,简单,冰淇淋|坚果|酱料|水果,0,1,中等,酸甜感会更明显，适合下午想吃点轻甜的时候。
267,抹茶冰淇淋杯,西式,西式甜点,甜品,冰品类,奶香|酸甜,下午茶|一个人吃,治愈|素食友好,,中等预算,30,简单,冰淇淋|坚果|酱料|水果,0,1,中等,茶香会让甜感更柔和，适合慢慢吃。
268,芒果冰淇淋杯,中式,港式,甜品,冰品类,酸甜|奶香,下午茶|朋友聚餐,分享|清爽|素食友好,,中等预算,18,简单,冰淇淋|坚果|酱料|水果,0,1,中等,水果感比较明亮，适合多人一起分享。
269,焦糖冰淇淋杯,西式,西式甜点,甜品,冰品类,奶香|酸甜,下午茶|一个人吃,治愈|素食友好,,中等预算,22,简单,冰淇淋|坚果|酱料|水果,0,1,高,焦糖香会更有安慰感，适合奖励自己。
270,柠檬冰淇淋杯,西式,西式甜点,甜品,冰品类,酸甜|奶香,下午茶|一个人吃,清爽|素食友好,,低预算,25,简单,冰淇淋|坚果|酱料|水果,0,1,中等,酸香会让整体更轻快，不会太腻。
271,柚香美式,西式,美式西餐,饮品,咖啡类,酸甜|清淡,下午茶,清爽|快手|素食友好,,低预算,6,简单,浓缩咖啡|水|冰块|柠檬片,0,1,低,很清爽，适合下午想打起精神的时候。
272,海盐焦糖美式,西式,美式西餐,饮品,咖啡类,奶香|酸甜,下午茶|一个人吃,治愈|快手|素食友好,,中等预算,8,简单,浓缩咖啡|水|冰块|柠檬片,0,1,中等,甜咸平衡会更有安慰感，适合想放松一下。
273,茉莉葡萄美式,西式,美式西餐,饮品,咖啡类,酸甜|清淡,下午茶,清爽|素食友好,,中等预算,7,简单,浓缩咖啡|水|冰块|柠檬片,0,1,低,花果香都比较轻盈，适合不想喝太甜的时候。
274,桂花红枣美式,西式,美式西餐,饮品,咖啡类,奶香|酸甜,一个人吃,暖胃|治愈|素食友好,,中等预算,10,简单,浓缩咖啡|水|冰块|柠檬片,0,1,中等,暖暖的一杯很适合情绪低一点或者天凉的时候。
275,柚香拿铁,西式,美式西餐,饮品,咖啡类,酸甜|清淡,下午茶,清爽|快手|素食友好,,低预算,6,简单,浓缩咖啡|牛奶|冰块|糖浆,0,1,低,很清爽，适合下午想打起精神的时候。
276,海盐焦糖拿铁,西式,美式西餐,饮品,咖啡类,奶香|酸甜,下午茶|一个人吃,治愈|快手|素食友好,,中等预算,8,简单,浓缩咖啡|牛奶|冰块|糖浆,0,1,中等,甜咸平衡会更有安慰感，适合想放松一下。
277,茉莉葡萄拿铁,西式,美式西餐,饮品,咖啡类,酸甜|清淡,下午茶,清爽|素食友好,,中等预算,7,简单,浓缩咖啡|牛奶|冰块|糖浆,0,1,低,花果香都比较轻盈，适合不想喝太甜的时候。
278,桂花红枣拿铁,西式,美式西餐,饮品,咖啡类,奶香|酸甜,一个人吃,暖胃|治愈|素食友好,,中等预算,10,简单,浓缩咖啡|牛奶|冰块|糖浆,0,1,中等,暖暖的一杯很适合情绪低一点或者天凉的时候。
279,柚香气泡饮,饮品特调,饮品特调,饮品,气泡饮类,酸甜|清淡,下午茶,清爽|快手|素食友好,,低预算,6,简单,气泡水|水果汁|冰块|薄荷,0,1,低,很清爽，适合下午想打起精神的时候。
280,海盐焦糖气泡饮,饮品特调,饮品特调,饮品,气泡饮类,奶香|酸甜,下午茶|一个人吃,治愈|快手|素食友好,,中等预算,8,简单,气泡水|水果汁|冰块|薄荷,0,1,中等,甜咸平衡会更有安慰感，适合想放松一下。
281,茉莉葡萄气泡饮,饮品特调,饮品特调,饮品,茶饮类,酸甜|清淡,下午茶,清爽|素食友好,,中等预算,7,简单,气泡水|水果汁|冰块|薄荷,0,1,低,花果香都比较轻盈，适合不想喝太甜的时候。
282,桂花红枣气泡饮,饮品特调,饮品特调,饮品,气泡饮类,奶香|酸甜,一个人吃,暖胃|治愈|素食友好,,中等预算,10,简单,气泡水|水果汁|冰块|薄荷,0,1,中等,暖暖的一杯很适合情绪低一点或者天凉的时候。
283,柚香冷泡茶,饮品特调,饮品特调,饮品,茶饮类,酸甜|清淡,下午茶,清爽|快手|素食友好,,低预算,6,简单,茶叶|水果|冰块|蜂蜜,0,1,低,很清爽，适合下午想打起精神的时候。
284,海盐焦糖冷泡茶,饮品特调,饮品特调,饮品,茶饮类,奶香|酸甜,下午茶|一个人吃,治愈|快手|素食友好,,中等预算,8,简单,茶叶|水果|冰块|蜂蜜,0,1,中等,甜咸平衡会更有安慰感，适合想放松一下。
285,茉莉葡萄冷泡茶,饮品特调,饮品特调,饮品,茶饮类,酸甜|清淡,下午茶,清爽|素食友好,,中等预算,7,简单,茶叶|水果|冰块|蜂蜜,0,1,低,花果香都比较轻盈，适合不想喝太甜的时候。
286,桂花红枣冷泡茶,饮品特调,饮品特调,饮品,茶饮类,奶香|酸甜,一个人吃,暖胃|治愈|素食友好,,中等预算,10,简单,茶叶|水果|冰块|蜂蜜,0,1,中等,暖暖的一杯很适合情绪低一点或者天凉的时候。
287,柚香奶昔,饮品特调,饮品特调,饮品,奶昔类,酸甜|清淡,下午茶,清爽|快手|素食友好,,低预算,6,简单,牛奶|水果|酸奶|冰块,0,1,低,很清爽，适合下午想打起精神的时候。
288,海盐焦糖奶昔,饮品特调,饮品特调,饮品,奶昔类,奶香,下午茶|一个人吃,治愈|快手|素食友好,,中等预算,8,简单,牛奶|水果|酸奶|冰块,0,1,中等,甜咸平衡会更有安慰感，适合想放松一下。
289,茉莉葡萄奶昔,饮品特调,饮品特调,饮品,茶饮类,酸甜|清淡,下午茶,清爽|素食友好,,中等预算,7,简单,牛奶|水果|酸奶|冰块,0,1,低,花果香都比较轻盈，适合不想喝太甜的时候。
290,桂花红枣奶昔,饮品特调,饮品特调,饮品,奶昔类,奶香,一个人吃,暖胃|治愈|素食友好,,中等预算,10,简单,牛奶|水果|酸奶|冰块,0,1,中等,暖暖的一杯很适合情绪低一点或者天凉的时候。
291,火腿芝士卷,西式,西式甜点,甜品,蛋糕类,鲜香|奶香,下午茶|朋友聚餐,分享,,中等预算,30,简单,火腿|芝士|面团|黄油,0,0,中等,咸口更耐吃，也很适合下午和朋友一起分着吃。
292,玉米咸松饼,西式,西式轻食,轻食早午餐,轻主食类,鲜香|奶香,下午茶|朋友聚餐,分享|素食友好,,中等预算,30,简单,玉米|鸡蛋|面粉|黄油,0,1,中等,咸口更耐吃，也很适合下午和朋友一起分着吃。
293,蘑菇乳酪塔,西式,西式甜点,甜品,蛋糕类,鲜香|奶香,下午茶|朋友聚餐,分享|素食友好,,中等预算,30,简单,蘑菇|奶油奶酪|蛋挞皮|鸡蛋,0,1,中等,咸口更耐吃，也很适合下午和朋友一起分着吃。
294,培根司康,西式,西式甜点,甜品,烘焙点心类,鲜香|奶香,下午茶|朋友聚餐,分享,,中等预算,30,简单,培根|黄油|低筋面粉|牛奶,0,0,中等,咸口更耐吃，也很适合下午和朋友一起分着吃。
295,菠菜芝士挞,西式,西式甜点,甜品,烘焙点心类,鲜香|奶香,下午茶|朋友聚餐,分享|素食友好,,中等预算,30,简单,菠菜|芝士|鸡蛋|挞皮,0,1,中等,咸口更耐吃，也很适合下午和朋友一起分着吃。
296,南瓜豆乳浓汤,中式,中式家常,轻食早午餐,轻主食类,清淡|鲜香,下午茶|双人晚餐,暖胃|治愈|素食友好,,低预算,20,简单,南瓜|豆乳|洋葱|黑胡椒,0,1,低,香气温和，很适合作为一顿饭前后的暖胃小汤。
297,番茄蔬菜汤,中式,中式家常,正餐,锅汤类,清淡|鲜香,一个人吃|夜宵,暖胃|清爽|素食友好,,低预算,18,简单,番茄|卷心菜|胡萝卜|洋葱,0,1,低,整体比较轻，不会给身体太多负担。
298,蘑菇奶油汤,中式,中式家常,正餐,锅汤类,清淡|鲜香,一个人吃|双人晚餐,治愈|暖胃|素食友好,,中等预算,25,简单,蘑菇|牛奶|洋葱|黄油,0,1,低,很有家常感，适合想喝点热汤安静一下。
299,鸡丝玉米汤,中式,中式家常,正餐,锅汤类,清淡|鲜香,一个人吃|健身准备餐,高蛋白|暖胃|快手,,中等预算,15,简单,鸡丝|玉米|鸡蛋|高汤,0,0,低,比较适合想补点蛋白又不想做太复杂的时候。
300,海带豆腐汤,中式,中式家常,正餐,锅汤类,清淡|鲜香,一个人吃|健身准备餐,素食友好|暖胃|清爽,,低预算,15,简单,海带|豆腐|葱花|高汤,0,1,低,适合想让一餐更轻一点的时候。
301,鸡肉帕尼尼,西式,西式轻食,轻食早午餐,吐司卷饼类,鲜香|清淡,一个人吃|下午茶,清爽|高蛋白|快手,,中等预算,18,简单,鸡肉|面包|芝士|生菜,0,0,低,更像轻松的一顿正餐，适合中午或下午不想吃太重的时候。
302,牛油果吐司盘,西式,西式轻食,轻食早午餐,吐司卷饼类,鲜香|清淡,一个人吃|下午茶,清爽|高蛋白|快手,,中等预算,18,简单,牛油果|吐司|鸡蛋|黑胡椒,0,0,低,更像轻松的一顿正餐，适合中午或下午不想吃太重的时候。
303,金枪鱼脆饼盘,西式,西式轻食,轻食早午餐,轻主食类,鲜香|清淡,一个人吃|下午茶,清爽|高蛋白|快手,,中等预算,18,简单,金枪鱼|苏打饼|酸奶酱|生菜,0,0,低,更像轻松的一顿正餐，适合中午或下午不想吃太重的时候。
304,香草鸡肉卷,西式,西式轻食,轻食早午餐,吐司卷饼类,鲜香|清淡,一个人吃|下午茶,清爽|高蛋白|快手,,中等预算,18,简单,鸡肉|卷饼|生菜|酱汁,0,0,低,更像轻松的一顿正餐，适合中午或下午不想吃太重的时候。
305,鹰嘴豆烤蔬盘,西式,西式轻食,轻食早午餐,轻主食类,鲜香|清淡,一个人吃|下午茶,清爽|高蛋白|快手|素食友好,,中等预算,18,简单,鹰嘴豆|南瓜|西蓝花|油醋汁,0,1,低,更像轻松的一顿正餐，适合中午或下午不想吃太重的时候。
306,芝士玉米焗薯,中式,中式家常,正餐,菜肴类,奶香|鲜香,朋友聚餐|双人晚餐,治愈|分享|素食友好,,中等预算,25,简单,土豆|玉米|芝士|牛奶,0,1,中等,热乎又适合分享，比较适合作为聚会时的加分小热食。
307,黄油蘑菇焗盘,中式,中式家常,正餐,菜肴类,奶香|鲜香,朋友聚餐|双人晚餐,治愈|分享|素食友好,,中等预算,25,简单,蘑菇|黄油|芝士|欧芹,0,1,中等,热乎又适合分享，比较适合作为聚会时的加分小热食。
308,蒜香烤鸡块,中式,中式家常,正餐,菜肴类,奶香|鲜香,朋友聚餐|双人晚餐,治愈|分享,,中等预算,25,简单,鸡腿肉|蒜|橄榄油|迷迭香,0,0,中等,热乎又适合分享，比较适合作为聚会时的加分小热食。
309,黑椒芝士烤虾,中式,中式家常,正餐,菜肴类,奶香|鲜香,朋友聚餐|双人晚餐,治愈|分享,,中等预算,25,简单,虾|芝士|黑胡椒|蒜,0,0,中等,热乎又适合分享，比较适合作为聚会时的加分小热食。
310,南瓜芝士焗饭球,中式,中式家常,正餐,饭类,奶香|鲜香,朋友聚餐|双人晚餐,治愈|分享|素食友好,,中等预算,25,简单,南瓜|米饭|芝士|面包糠,0,1,中等,热乎又适合分享，比较适合作为聚会时的加分小热食。
311,麻酱鸡丝黄瓜,中式,中式家常,正餐,菜肴类,鲜香|蒜香,朋友聚餐|双人晚餐,清爽|分享,,低预算,15,简单,鸡丝|黄瓜|芝麻酱|蒜,0,0,低,适合搭配热菜一起吃，会让整桌的口感更丰富。
312,柠香木耳拌菜,中式,中式家常,正餐,菜肴类,鲜香|蒜香,朋友聚餐|双人晚餐,清爽|分享|素食友好,,低预算,15,简单,木耳|黄瓜|柠檬汁|香菜,0,1,低,适合搭配热菜一起吃，会让整桌的口感更丰富。
313,蒜泥白肉卷,中式,中式家常,正餐,菜肴类,鲜香|蒜香,朋友聚餐|双人晚餐,清爽|分享,,低预算,15,简单,猪肉片|黄瓜|蒜泥|辣油,1,0,低,适合搭配热菜一起吃，会让整桌的口感更丰富。
314,凉拌海带豆腐,中式,中式家常,正餐,菜肴类,鲜香|蒜香,朋友聚餐|双人晚餐,清爽|分享|素食友好,,低预算,15,简单,海带|豆腐|芝麻|香醋,0,1,低,适合搭配热菜一起吃，会让整桌的口感更丰富。
315,红油土豆片,中式,中式家常,正餐,菜肴类,鲜香|蒜香,朋友聚餐|双人晚餐,清爽|分享|素食友好,,低预算,15,简单,土豆|辣油|蒜|香菜,1,1,低,适合搭配热菜一起吃，会让整桌的口感更丰富。
316,芝士年糕杯,韩式,韩式,正餐,饼类,重口|鲜香,夜宵|一个人吃,解馋|治愈|暖胃|下饭|素食友好,,中等预算,15,简单,年糕|芝士|牛奶|辣酱,1,1,中等,很适合晚上嘴馋的时候来一点，满足感会来得比较快。
317,酱油炒乌冬,中式,中式家常,正餐,面类,重口|鲜香,夜宵|一个人吃,解馋|治愈|暖胃|下饭|素食友好,,中等预算,15,简单,乌冬面|洋葱|酱油|鸡蛋,0,1,中等,很适合晚上嘴馋的时候来一点，满足感会来得比较快。
318,蒜香煎饺盘,中式,中式家常,正餐,饼类,重口|鲜香,夜宵|一个人吃,解馋|治愈|暖胃|下饭,,中等预算,15,简单,速冻饺子|蒜油|芝麻|葱,0,0,中等,很适合晚上嘴馋的时候来一点，满足感会来得比较快。
319,泡菜芝士炒饭,中式,中式家常,正餐,饭类,重口|鲜香|酸甜,夜宵|一个人吃,解馋|治愈|暖胃|下饭|素食友好,,中等预算,15,简单,米饭|泡菜|芝士|海苔,1,1,中等,很适合晚上嘴馋的时候来一点，满足感会来得比较快。
320,牛肉小火锅杯,中式,中式家常,甜品,蛋糕类,重口|鲜香,夜宵|一个人吃|下午茶,解馋|治愈|暖胃|下饭,,中等预算,15,简单,肥牛|粉丝|金针菇|高汤,0,0,中等,很适合晚上嘴馋的时候来一点，满足感会来得比较快。
321,香蕉燕麦曲奇,西式,西式甜点,甜品,烘焙点心类,奶香|酸甜,下午茶|一个人吃,治愈|素食友好,,低预算,25,简单,香蕉|燕麦|黄油|鸡蛋,0,1,中等,份量比较轻巧，很适合配茶或咖啡慢慢吃。
322,可可麻薯球,西式,西式甜点,甜品,蛋糕类,奶香|酸甜,下午茶|一个人吃,治愈|素食友好,,低预算,25,简单,可可粉|麻薯|牛奶|糖,0,1,中等,份量比较轻巧，很适合配茶或咖啡慢慢吃。
323,柠檬小蛋糕,西式,西式甜点,甜品,蛋糕类,奶香|酸甜,下午茶|一个人吃,治愈|素食友好,,低预算,25,简单,低筋面粉|柠檬皮|鸡蛋|黄油,0,1,中等,份量比较轻巧，很适合配茶或咖啡慢慢吃。
324,莓果奶酥条,西式,西式甜点,甜品,蛋糕类,奶香,下午茶|一个人吃,治愈|素食友好,,低预算,25,简单,黄油|面粉|莓果酱|糖,0,1,中等,份量比较轻巧，很适合配茶或咖啡慢慢吃。
325,红茶奶油卷,西式,西式甜点,甜品,烘焙点心类,奶香,下午茶|一个人吃,治愈|素食友好,,低预算,25,简单,红茶粉|奶油|蛋糕卷|糖,0,1,中等,份量比较轻巧，很适合配茶或咖啡慢慢吃。
326,立春春饼卷时蔬,中式,中式家常,正餐,饼类,清淡|鲜香,双人晚餐|朋友聚餐,分享|素食友好,立春,中等预算,30,简单,春饼|绿豆芽|韭菜|胡萝卜|鸡蛋,0,1,中等,取立春咬春、吃春饼的习俗，用薄饼卷合菜，清清爽爽地迎接新一轮生发时节。
